"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"143","83","klara's house paranoia ",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,0.546110350133397,1,0
"144","83","irvine spectrum summerfields steal bonding",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.327666210080038,0,1
"145","84","Quince",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.749348675517612,0,1
"146","84","Freshman Football",8,6,2,1.74147275232901,0.0183275024904388,1,0,1,0,1,0,1.04908814572466,1,0
"147","84","High School Softball",6,6,0,1.74147275232901,-0.946526822167497,1,0,0,1,1,0,0.449609205310567,1,0
"148","84","November 2023",9,5,4,1.3102005927234,0.983181827148375,1,0,1,0,1,0,1.3488276159317,1,0
"149","84","Mexico ",5,4,1,0.878928433117797,-0.464099659838529,1,0,0,1,1,0,0.149869735103522,0,0
"150","84","Phakday",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.3488276159317,0,1
"151","84","Buggs ",1,1,0,-0.41488804569902,-0.946526822167497,1,0,0,1,1,0,-1.04908814572466,0,1
"152","84","Going to Yosemite",6,5,1,1.3102005927234,-0.464099659838529,1,0,0,1,1,0,0.449609205310567,1,0
"153","84","Kitty",13,9,4,3.03528923114583,0.983181827148375,1,0,1,0,1,0,2.54778549675988,1,0
"154","84","Peer Counseling class in High school",2,1,1,-0.41488804569902,-0.464099659838529,1,0,0,1,1,0,-0.749348675517612,0,1
"155","84","Culinary Course with Damien ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.749348675517612,0,1
"156","84","After School Softball Practice",6,5,1,1.3102005927234,-0.464099659838529,1,0,0,1,1,0,0.449609205310567,1,0
"157","84","Championship game against Edgewood",8,4,4,0.878928433117797,0.983181827148375,1,0,1,0,0,1,1.04908814572466,1,0
"158","84","Grandma's Surprise Party",7,3,4,0.447656273512191,0.983181827148375,1,0,1,0,0,1,0.749348675517612,1,0
"159","84","Tia Lucila",7,2,5,0.0163841139065855,1.46560898947734,1,0,1,0,0,1,0.749348675517612,1,0
"160","84","Angels game with Alexa",5,0,5,-0.846160205304626,1.46560898947734,0,1,1,0,0,1,0.149869735103522,0,0
"161","84","Disneyland",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.04908814572466,0,1
"162","84","graduation",5,0,5,-0.846160205304626,1.46560898947734,0,1,1,0,0,1,0.149869735103522,0,0
"163","84","Move in Riverside",6,0,6,-0.846160205304626,1.94803615180631,0,1,1,0,0,1,0.449609205310567,1,0
"164","84","Bus in Mexico",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.3488276159317,0,1
"165","84","Riverside bus",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.04908814572466,0,1
"166","84","Formal Semi",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,-0.149869735103522,0,1
"167","84","Senior night",4,1,3,-0.41488804569902,0.500754664819407,1,0,1,0,0,1,-0.149869735103522,0,1
"168","84","Spring Splash",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.3488276159317,0,1
"169","108","crawling with my brother",13,10,3,3.46656139075143,0.500754664819407,1,0,0,1,1,0,-0.0330943816264648,0,1
"170","108","giraffe slide at Vaness Preschool",17,11,6,3.89783355035704,1.94803615180631,1,0,0,1,1,0,0.761170777408692,1,0
"171","108","diboo table dance party ",8,8,0,2.60401707154022,-0.946526822167497,1,0,0,1,1,0,-1.02592583042041,0,1
"172","108","swings with grandpa",14,13,1,4.76037786956825,-0.464099659838529,1,0,0,1,1,0,0.165471908132324,0,0
"173","108","six flags cheer competition",3,0,3,-0.846160205304626,0.500754664819407,0,1,0,1,0,1,-2.01875727921436,0,1
"174","108","first crush, snickering in bathroom",8,0,8,-0.846160205304626,2.91289047646425,0,1,1,0,0,1,-1.02592583042041,0,1
"175","108","brushing TJ's teeth ",15,8,7,2.60401707154022,2.43046331413528,1,0,1,0,1,0,0.364038197891114,1,0
"176","108","youth retreat, all nighter bear siting",20,10,10,3.46656139075143,3.87774480112218,1,0,1,0,0,1,1.35686964668506,1,0
"177","108","first day of middle school, binder",20,4,16,0.878928433117797,6.77230777509599,0,1,1,0,0,1,1.35686964668506,1,0
"178","108","second day, next door neighbor",15,3,12,0.447656273512191,4.84259912578012,0,1,1,0,0,1,0.364038197891114,1,0
"179","108","soak city, kathleen leg, cotton candy",8,3,5,0.447656273512191,1.46560898947734,0,1,0,1,0,1,-1.02592583042041,0,1
"180","108","disneyland, glow hour ",13,13,0,4.76037786956825,-0.946526822167497,1,0,0,1,1,0,-0.0330943816264648,0,1
"181","108","mun, taking pics with laura",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-2.41588985873194,0,1
"182","108","asb elections, cheating drama",14,14,0,5.19165002917385,-0.946526822167497,1,0,0,1,1,0,0.165471908132324,0,0
"183","108","asb putting up door poster",16,14,2,5.19165002917385,0.0183275024904388,1,0,0,1,1,0,0.562604487649903,1,0
"184","108","learning itzy icy don knabe",17,17,0,6.48546650799067,-0.946526822167497,1,0,0,1,1,0,0.761170777408692,1,0
"185","108","biking with ddongs, tire pops ",16,3,13,0.447656273512191,5.32502628810909,0,1,1,0,0,1,0.562604487649903,1,0
"186","108","driving test, 100% ",14,5,9,1.3102005927234,3.39531763879321,0,1,1,0,0,1,0.165471908132324,0,0
"187","108","online classes, ft with evelyn ",13,0,13,-0.846160205304626,5.32502628810909,0,1,1,0,0,1,-0.0330943816264648,0,1
"188","108","meeting kcm people outside glasgow",17,6,11,1.74147275232901,4.36017196345115,1,0,1,0,0,1,0.761170777408692,1,0
"189","108","Indian kids wanting autograph",13,5,8,1.3102005927234,2.91289047646425,0,1,1,0,0,1,-0.0330943816264648,0,1
"190","108","Julie Miss house, tuktut, ice cream",6,0,6,-0.846160205304626,1.94803615180631,0,1,0,1,0,1,-1.42305840993799,0,1
"191","108","snorlax kyle, ",18,2,16,0.0163841139065855,6.77230777509599,0,1,1,0,0,1,0.959737067167481,1,0
"192","108","flowers, sycamore park",17,9,8,3.03528923114583,2.91289047646425,1,0,1,0,1,0,0.761170777408692,1,0
"193","88","Spontaneous anger towards previously unknown relative",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"194","88","Crying in school bathroom",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.779269353992961,1,0
"195","88","Mom reading me specific children's book",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.19481733849824,1,0
"196","88","Crying to mom about bullying",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-0.974086692491201,0,1
"197","88","Coming out to parents",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"198","88","Bad breakup with highschool ex",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"199","88","Psychiatric ward stay for 3 days",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"200","88","Self-harm in highschool bathroom",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"201","88","Unsuccessful overdose",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"202","88","Moving to different independent-study highschool",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-0.974086692491201,0,1
"203","88","Meeting friend at thanksgiving party",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-0.974086692491201,0,1
"204","88","Betrayal of former best friend",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"205","88","Reconnecting with old friend ",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-0.974086692491201,0,1
"206","88","Sudden abandonment of 8th grade friend",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.55853870798592,0,1
"207","88","Bullying in 6th grade",1,1,0,-0.41488804569902,-0.946526822167497,1,0,0,1,1,0,-0.974086692491201,0,1
"208","88","""""Nobody likes you"""" statement from peer",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,1.36372136948768,1,0
"209","88","""""I just want to be happy"""" ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,1.36372136948768,1,0
"210","88","1st time at group therapy",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.779269353992961,1,0
"211","88","Adopting my 1st cat",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.779269353992961,1,0
"212","88","Being sent to counselor's office",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.779269353992961,1,0
"213","88","Failing highschool English class",7,4,3,0.878928433117797,0.500754664819407,1,0,1,0,1,0,2.53262540047712,1,0
"214","88","Making a promise ",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,1.36372136948768,1,0
"215","88","Friend bringing me pizza",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"216","88","Emotional conversation with mom",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38963467699648,0,0
"217","89","Jumping onto wet floor",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.704052309968808,1,0
"218","89","Running at night",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.140810461993761,0,0
"219","89","Grabbing a ballon",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.422431385981284,0,1
"220","89","First stitches",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.140810461993761,0,0
"221","89","Second stitches",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.140810461993761,0,0
"222","89","Staying in hospital for 4 days",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-0.98567323395633,0,1
"223","89","What food are we eating today",3,1,2,-0.41488804569902,0.0183275024904388,1,0,1,0,0,1,0.140810461993761,0,0
"224","89","Baby brother",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.140810461993761,0,0
"225","89","Not sharing toys",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.140810461993761,0,0
